Folder Path,Text Content,Tabular Content,Summary,CSV File Path
E:/APQR LLM/Data/mapped/page50table3,"Text:
Remarks/Comments:
7.2
Out
of
Specification
Product
Code:
236
BMR
Ref
No:
KR/236

"," SI.No. OOS No OOS \nRelatedTo   OOS Type Batch \nReferenceN\no                                   OOS \nDescription                                                                          Root Cause Reference \nCAPANum\nber Investigatio\nnal \nOutcome(R\noot Cause)                                                        Impact \nAssessment                                                                                       CAPA \nDetails
      1  OOS/2         Product Analytical               VH97723 Related \nSubstance: \nHighest \nUnknown \nimpurity In the \nlaboratory \ninvestigation\n, Laboratory \nobvious \nerror \nidentified as                  CAPA/01                                    IVG/12 Phase-IA \nanalysis \nresult of \nsubject \nbatches \nfound well \nwith in wareness \ntraining \nimparted to \nthe concern \nanalyst and \ngroup of \nanalyst for \nfollowings;","The provided text appears to be a record of an ""Out of Specification"" (OOS) event for product code 236 with Batch Reference Number KR/236. The product's analytical results exceeded acceptable limits due to an unknown impurity.

The table presents details about this OOS investigation:

* **OOS No:** OOS/2
* **Related To:** Product Analytical
* **OOS Type:** VH97723 Related Substance (impurity)
* **Batch Reference:** Not specified in the text excerpt.
* **OOS Description:** Highest Unknown impurity detected.
* **Root Cause:** Laboratory error identified during investigation.

The investigation led to a Corrective and Preventative Action (CAPA) plan:

* **CAPA Number:** CAPA/01
* **Investigational Outcome:** Identified root cause as a lab error. Provided awareness training to the analyst involved and their team.


**Impact Assessment:** Phase-IA analysis results for subject batches were found within acceptable limits.","E:/APQR LLM/Data/mapped/page50table3/page_50_table_3.csv"""
E:/APQR LLM/Data/mapped/page30table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","This document appears to be the beginning of an **Annual Product Quality Review** for **Kratom**, a product with code **236**. The review covers the period from **May 13, 2021, to December 31, 2024**.  

It's likely this document will contain detailed analysis of Kratom's quality during this time frame, covering aspects like manufacturing processes, testing results, and any deviations or improvements observed.  


Let me know if you have more text from the document and I can provide a more comprehensive summary!","E:/APQR LLM/Data/mapped/page30table1/page_30_table_1.csv"""
E:/APQR LLM/Data/mapped/page77table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document appears to be the beginning of an **Annual Product Quality Review (APQR)** for Polyethylene glycol 3350 powder.  

Here's what we know:

* **Product:** Polyethylene glycol 3350 powder, available in various sizes (17g, 119g, 238g, 510g, and 850g).
* **Review Period:** February 8th, 2022 to August 25th, 2023.
* **Reference Standard Operating Procedure:** SOP XXXX (the specific number is redacted).
* **Document ID:** AR-APQR-XXX-YY (the ""XXX"" and ""YY"" are likely placeholders for specific codes).


This suggests a comprehensive review of the product's quality, manufacturing processes, and any relevant data will be contained within the full APQR document. 
","E:/APQR LLM/Data/mapped/page77table1/page_77_table_1.csv"""
E:/APQR LLM/Data/mapped/page43table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The provided information outlines an **Annual Product Quality Review** for **Kratom**, a product with code **236**. This review covers the period from **May 13, 2021, to December 31, 2024**. The document also includes a placeholder for the manufacturing site.  

Essentially, this is a formal assessment of the quality and consistency of Kratom production over a three-and-a-half-year period.","E:/APQR LLM/Data/mapped/page43table1/page_43_table_1.csv"""
E:/APQR LLM/Data/mapped/page82table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document is an **Annual Product Quality Review (APQR)** for **Polyethylene glycol 3350 powder**. 

Here are the key details:

* **APQR Number:** AR-APQR-XXX-YY 
* **Review Period:** February 8, 2022 to August 25, 2023
* **Reference Standard Operating Procedure (SOP):** XXXX
* **Product:** Polyethylene glycol 3350 powder in various package sizes: 17g, 119g, 238g, 510g, and 850g.


The APQR likely contains a comprehensive evaluation of the product's quality, including manufacturing processes, testing results, deviations, complaints, and stability data over the specified review period. 
","E:/APQR LLM/Data/mapped/page82table1/page_82_table_1.csv"""
E:/APQR LLM/Data/mapped/page83table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","The provided content outlines an Annual Product Quality Review (APQR) for Polyethylene Glycol 3350 powder.

* **APQR Number:** AR-APQR-XXX-YY
* **Review Period:** February 8, 2022 to August 25, 2023
* **Reference Standard Operating Procedure:** XXXX
* **Product:** Polyethylene Glycol 3350 powder in various package sizes (17g, 119g, 238g, 510g, and 850g)


This information suggests a formal evaluation of the product's quality over the specified time period, likely adhering to regulatory guidelines.  
","E:/APQR LLM/Data/mapped/page83table1/page_83_table_1.csv"""
E:/APQR LLM/Data/mapped/page22table2,"Text:
Control
Chart
for:
Result
Graph
No:
10
4.7
Review
of
Batch
and
Yield
Details
Product
Code:
236
BMR
Ref
No:
KR/236
Version
Number:
1
Total
No
OF
Batchse20

"," Unnamed: 0
        NaN","The text content appears to be a header for a control chart related to batch production data. Here's what we can gather:

* **Control Chart:** This indicates a statistical tool is being used to monitor and control a process likely involving batches of product.
* **Result Graph No. 10:** Suggests this is the tenth graph in a series of results charts. 
* **Value: 4.7:**  Possibly a key performance indicator (KPI) being tracked on the chart, though its meaning without context is unclear.

The ""Review of Batch and Yield Details"" points towards an analysis of production efficiency.

* **Product Code: 236**, **BMR Ref No: KR/236**, **Version Number: 1:** These are likely identifiers for the specific product being manufactured.
* **Total No OF Batches: 20:** Indicates a total of twenty batches have been produced.


The tabular data you provided (""Unnamed: 0"" with NaN values) is empty and doesn't offer any additional insights at this point.  

**To get a more complete summary, we would need the actual data displayed in the control chart (Result Graph No. 10).** This data would reveal trends, variations, and potential issues within the production process.","E:/APQR LLM/Data/mapped/page22table2/page_22_table_2.csv"""
E:/APQR LLM/Data/mapped/page49table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-\n2021 - 31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The provided information describes an **Annual Product Quality Review** for **Kratom**, a product with code **236**. The review period covers from **May 13, 2021, to December 31, 2024**.  

The document appears to be missing some details such as the site location where the Kratom is produced. 


Let me know if you have any other questions about this information!","E:/APQR LLM/Data/mapped/page49table1/page_49_table_1.csv"""
E:/APQR LLM/Data/mapped/page111table2,"Text:
12.Review
of
Quality
System
All
critical
in
process
data
are
reviewed
and
reported
in
this
APQR
meet
their
predetermined
standards.
12.1
Customer
Complaints
12.1.1
Quality
Complaints

"," S. No  ProductC\node  ProductN\name  Investiga\ntion No.  Material \nType / \nBatch No  Unplanne\nd \nDeviation \nDescripti\non  Root \nCause  Referenc\ne CAPA \nNo./ \nCAPA  Date of \nOccurren\nce  Material \nStatus
     1            NaN            NaN                  NaN                           NaN                                      NaN           NaN                             NaN                     NaN                NaN","The text describes a section (likely part of a larger document) outlining the review process for a Quality System. 

Here's what we can gather:

* **Data Review:** All critical ""in-process"" data is reviewed and reported within this Annual Product Quality Review (APQR).  This implies a system for ongoing data collection and analysis related to product manufacturing or service delivery.
* **Quality Standards:** The review aims to confirm that the collected data meets predetermined standards.

**Customer Complaints:** A specific subsection focuses on handling customer complaints, suggesting a commitment to addressing customer feedback and resolving quality issues.

**Missing Data Table:** The tabular data appears incomplete. It seems designed to track information about product-related deviations or investigations but lacks populated entries.  

**Need for Context:** To provide a more comprehensive summary, we would need additional context:

* **What type of industry/product is this related to?**
* **What are the ""predetermined standards"" mentioned?** 
* **Is there information about the actions taken based on the review findings?**


Let me know if you can share more details!","E:/APQR LLM/Data/mapped/page111table2/page_111_table_2.csv"""
E:/APQR LLM/Data/mapped/page35table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","This document is an Annual Product Quality Review for Kratom (Product Code 236).  

The review covers the period from May 13, 2021 to December 31, 2024. It's intended to assess the quality of the Kratom product manufactured at a specific site (the site name isn't provided in the excerpt).  


Let me know if you need further analysis or have any other questions!","E:/APQR LLM/Data/mapped/page35table1/page_35_table_1.csv"""
E:/APQR LLM/Data/mapped/page16table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","This information appears to be the start of an **Annual Product Quality Review (APQR)** for **Kratom**, a product with code **236**. The review period covers from **May 13, 2021 to December 31, 2024**.  

The document likely contains a detailed analysis of the quality of Kratom production and its adherence to established standards during this time frame. 


Let me know if you'd like me to elaborate on any specific aspect of this information or have other text you want summarized.","E:/APQR LLM/Data/mapped/page16table1/page_16_table_1.csv"""
E:/APQR LLM/Data/mapped/page52table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-\n2021 - 31-12-2024) Unnamed: 1 Unnamed: 2 Unnamed: 3               Document Code: Unnamed: 5                                          Unnamed: 6                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Unnamed: 7  Unnamed: 8 Unnamed: 9                                                                                                                                                                                                     Unnamed: 10                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Unnamed: 11
                                        Product Code: 236        NaN        NaN        NaN Product Name: Kratom \nSite:        NaN                                                 NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                           NaN         NaN        NaN                                                                                                                                                                                                             NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                               NaN
                                                        2     OOS/01    Product Analytical                          NaN     HG8647 Related \nSubstance: \nHighest \nUnknown \nimpurity In the \nlaboratory \ninvestigation\n, Laboratory \nobvious \nerror \nidentified as \nprocessing \nerror i.e.  \nduring initial \nanalysis \nchromatogra\nm \nprocessing \nanalyst \nlabelled \nblank peak \nat RT 2.4, \n3.3  \nand 3.8 min \nas unknown \npeak, which \nleads to \ngenerate the \nOOS results. \no Hence \nreprocess the \ninitial \nchromatogra\nm under \nphase-1A \nanalysis and \nresults of \nSubject  \nbatches and \nimpacted \nbatches \nfound well         NaN    IVG/918 Verified the \nlast 12 \nmonths \n(From \n31/10/21 to \n31/10/22) \nOOS history \nfor analyst \nand no  \nsimilar error \nidentified for \nsame \nanalyst. \nHence, \nconsidered \nthe error as \nisolated case Awareness \ntraining \nimparted to \nthe concern \nanalyst and \ngroup of \nanalyst for \nfollowings;  \n1. Before \nprocessing \nthe results, \ncarefully \nverify the \neach and \nindividual \nsample  \nchromatogra\nms by \napplying \nrespective \nprocessing \nmethod. \n2. To be \nvigilant, \nhighly \nattentive and \ncautious \nwhile \npreparing \nthe \nprocessing \nmethod for  \nintegration \nof sample \nsets. All the \nprocessing \nparameters \nshould be set","This document details an Out-of-Specification (OOS) investigation for Kratom product code 236, manufactured between May 13, 2021, and December 31, 2024.

**The Issue:** Initial analysis identified unknown peaks in chromatograms, leading to OOS results.  Further investigation revealed a processing error by the analyst who mistakenly labeled blank peaks as unknown impurities.

**Resolution:**

* The initial chromatograms were reprocessed under phase-1A analysis, and results for subject and impacted batches were found within specifications.
* An OOS history review of the past 12 months showed no similar errors by the same analyst.
* Awareness training was provided to the concerned analyst and their team emphasizing careful verification of chromatograms and attention to detail while creating processing methods.

**Outcome:** The error was classified as an isolated incident, likely due to human error. Retesting and retraining addressed the issue, ensuring future analyses are accurate. 


Let me know if you have any other questions!","E:/APQR LLM/Data/mapped/page52table1/page_52_table_1.csv"""
E:/APQR LLM/Data/mapped/page67table2,"Text:
1.Objective
To
provide
a
systematic
approach,
to
evaluate
all
commercial
batches
of
“Polyethylene
glycol
3350
powder
17g,119g,238g,510g
&
850g”
on
an
annual
basis
to
determine
if
there
are
any
developing
trend
&/or
need
for
change
in
drug
product
specification
or
manufacturing
or
control
procedures
which
could
impact
the
product
quality.
2.Scope
This
is
applicable
to
all
commercial
batches
of
“Polyethylene
glycol
3350
powder
17g,119g,238g,510g
&
850g”
manufactured
and/or
packaged
in
the
review
period
of
02/08/2022
to
25/08/2023
3.Product
Information

","             Product Name                                                                                                                                                                                                                                                      Polyethylene glycol 3350  powder \n17g,119g,238g,510g & 850g
              Label Claim Each 17g of blend contains Polyethylene glycol \n3350 17g \nEach 119g of blend contains Polyethylene glycol \n3350 119g \nEach 238g of blend contains Polyethylene glycol \n3350 238g \nEach 510g of blend contains Polyethylene glycol \n3350 510g \nEach 850g of blend contains Polyethylene glycol \n3350 850g
              Description                                                                                                                                                                                                                                                                                                               NaN
               Batch Size                                                                                                                                                                                                                                                                                                          1050 Kgs
             Product Code                                                                                                                                                                                                                                                                                                           2003113
               Shelf Life                                                                                                                                                                                                                                                                                                                24
                Pack Size                                                                                                                                                                                                                                                                                                            Bottle
                   Market                                                                                                                                                                                                                                                                                          United States of America
    No. of Batches Issued                                                                                                                                                                                                                                                                                                                20
  No. of Batches Approved                                                                                                                                                                                                                                                                                                                20
  No. of Batches Rejected                                                                                                                                                                                                                                                                                                                 0
      No. of Batches Void                                                                                                                                                                                                                                                                                                                 0
No. of Submission Batches                                                                                                                                                                                                                                                                                                                 0
No. of Batches Under mfg.                                                                                                                                                                                                                                                                                                                 0
     Total No. of Batches                                                                                                                                                                                                                                                                                                                20","This document outlines an annual review process for commercial batches of Polyethylene glycol 3350 powder in various sizes (17g, 119g, 238g, 510g, and 850g).

**Objective:**

The primary goal is to systematically evaluate all batches produced within a year (from February 8, 2022, to August 25, 2023) to identify any trends or potential need for changes in:

* Drug product specifications
* Manufacturing procedures
* Control procedures

These evaluations aim to ensure consistent product quality.

**Product Information:**

The review focuses on Polyethylene glycol 3350 powder, available in different pack sizes (17g, 119g, 238g, 510g, and 850g) with corresponding label claims reflecting the amount of polyethylene glycol in each blend.

**Key Data Points:**

* **Batch Size:** 1050 Kgs
* **Product Code:** 2003113
* **Shelf Life:** 24 months
* **Pack Size:** Bottle
* **Market:** United States of America

The review period encompassed 20 issued batches, all of which were approved. There were no rejected or void batches.


Let me know if you'd like more specific information extracted from the text!","E:/APQR LLM/Data/mapped/page67table2/page_67_table_2.csv"""
E:/APQR LLM/Data/mapped/page70table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW Unnamed: 1    Unnamed: 2       Unnamed: 3 Unnamed: 4 Unnamed: 5 Unnamed: 6
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX        NaN           NaN              NaN        NaN        NaN        NaN
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g        NaN           NaN              NaN        NaN        NaN        NaN
                                                                        7236167   2019 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 24/02/2019 24/02/2021   Released
                                                                        7236168   2019 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 24/02/2019 24/02/2021   Released
                                                                        7236169   2019 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 25/02/2019 25/02/2021   Released
                                                                        7236170   2019 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 27/02/2019 27/02/2021   Released
                                                                        7236171   2019 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 01/03/2019 01/03/2021   Released","This document appears to be an excerpt from an Annual Product Quality Review (APQR) for Polyethylene glycol 3350 powder, manufactured in various sizes (17g, 119g, 238g, 510g & 850g).

**Key Information:**

* **Review Period:** February 8th, 2022 to August 25th, 2023
* **Reference SOP:** XXXX (specific Standard Operating Procedure number not provided)
* **Product:** Polyethylene glycol 3350 powder

The table section lists details about five specific batches of the product:

* **Batch Numbers:** 7236167 to 7236171
* **Quantity:** 2019 Kgs each
* **Manufacturing Reference:** BMR-TB-404-02 (Batch Manufacturing Record)
* **Approval Reference:** AR-BPR-TB-404-02 (Approved Batch Production Record)
* **Release Dates:**  All batches were released between February 24th, 2019 and March 1st, 2019, with a validity period of two years.

**Missing Information:**

The excerpt doesn't provide details about the quality review itself, such as:


* **Summary of findings:** Were there any deviations or issues identified during the review period?
* **Corrective actions:** What steps were taken to address any identified problems?
* **Overall product quality assessment:**  Was the product deemed to be within acceptable quality standards? 

To get a complete understanding of the APQR, you would need access to the full document.","E:/APQR LLM/Data/mapped/page70table1/page_70_table_1.csv"""
E:/APQR LLM/Data/mapped/page49table2,"Text:
7.
Quality
Management
System
7.1
Change
Control
7.1.1
Temporary
Change
Control
Product
Code:
236
BMR
Ref
No:
KR/236

"," Sr.No. CCF Related \nTo Type of \nChange \nControl Change \nControl No Initiated On   Status                             Existing \nChange                                                                                                                                                              Proposed \nchange                                                                                                                            Reason for \nchange
      1       Instrument Temporary \nChange Control              CCN/01   01/05/2024 Approved Specific Surface \nArea : \nTest is not given Surface Area \n:Test is added \nwith below \nmentioned, \nSpecification, \nFor \nAventor5.0m2/g \n– 10.0m2/g \nNote: Result \nshall be reported \nfrom \nManufacturer’s \nCOA.                                                                                                                                            NaN
      2       Instrument Temporary \nChange Control Change Control \nNo   04/05/2024 Approved                               Existing Change                                                                                                                                                              Proposed \nChange                                                                                                                                Changes Details
      3          Product Temporary \nChange Control              CCN_01   10/04/2024 Approved                                           NaN                                                                                                                                                                            NaN 1)Specific \nSurface Area \ntest is CMA for \nmagnesium \nstearate used in \nLansoprazole \nODT  \nTablets - 15 and \n30 mg & \nRuxolitinib ER","The provided text outlines a **Quality Management System** with a focus on **Change Control**, specifically **Temporary Change Control**.

The table provides details about three **Temporary Change Controls (TCCs)**:

* **TCC 1:** Related to an **Instrument**.  This change adds a **Specific Surface Area Test** for an unnamed product. The test is approved and follows specifications from the manufacturer's Certificate of Analysis.
* **TCC 2:** Also related to an **Instrument**, but lacks detailed information on the existing and proposed changes. It was initiated on 04/05/2024 and has been approved.

* **TCC 3:** Related to a **Product** (likely Lansoprazole ODT Tablets). This change adds a **Specific Surface Area Test** as a Critical Material Attribute (CMA) for magnesium stearate used in the product.

The information suggests a rigorous process for managing changes within a manufacturing or development setting, ensuring that any alterations are carefully considered, documented, and approved.



Let me know if you need further analysis or have any specific questions about the data!","E:/APQR LLM/Data/mapped/page49table2/page_49_table_2.csv"""
E:/APQR LLM/Data/mapped/page11table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The provided text indicates an **Annual Product Quality Review** for **Kratom (Product Code: 236)** manufactured at a specific site. The review period spans from **May 13, 2021 to December 31, 2024**. 

A document code is also mentioned but not visible in the provided snippet.  The information suggests a formal assessment of Kratom product quality over this timeframe.


","E:/APQR LLM/Data/mapped/page11table1/page_11_table_1.csv"""
E:/APQR LLM/Data/mapped/page79table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document appears to be the heading for an **Annual Product Quality Review (APQR)**. 

Here are the key details:

* **APQR Number:** AR-APQR-XXX-YY (the specific numbers are missing)
* **Review Period:** February 8, 2022, to August 25, 2023
* **Reference Standard Operating Procedure (SOP):** XXXX (the specific number is missing)
* **Product:** Polyethylene glycol 3350 powder, available in various weights: 17g, 119g, 238g, 510g, and 850g.


This suggests the review will analyze the quality of polyethylene glycol 3350 powder across different weight variations over the specified period.  
","E:/APQR LLM/Data/mapped/page79table1/page_79_table_1.csv"""
E:/APQR LLM/Data/mapped/page68table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document appears to be the start of an **Annual Product Quality Review (APQR)** for **Polyethylene glycol 3350 powder**.  

Here are the key details:

* **Document:** ANNUAL PRODUCT QUALITY REVIEW (APQR)
* **Number:** AR-APQR-XXX-YY (specific number not provided)
* **Review Period:** February 8, 2022 to August 25, 2023
* **Reference Standard Operating Procedure:** XXXX (number not provided)
* **Product:** Polyethylene glycol 3350 powder in various sizes: 17g, 119g, 238g, 510g, and 850g.


The APQR is a standard process used in the pharmaceutical industry to evaluate the quality of a product over a specific period.  

Let me know if you'd like me to analyze any other parts of this document!","E:/APQR LLM/Data/mapped/page68table1/page_68_table_1.csv"""
E:/APQR LLM/Data/mapped/page115table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document appears to be the beginning of an **Annual Product Quality Review (APQR)** for **Polyethylene glycol 3350 powder**.  

Here are the key details:

* **APQR Number:** AR-APQR-XXX-YY (The specific numbers are missing)
* **Review Period:** February 8th, 2022 to August 25th, 2023
* **Reference Standard Operating Procedure:** XXXX (The specific number is missing)
* **Product:** Polyethylene glycol 3350 powder, available in various sizes: 17g, 119g, 238g, 510g, and 850g.


The APQR is a formal review process used in the pharmaceutical industry to assess the quality and safety of a product over a given period. It helps ensure that products consistently meet required standards and identify any areas for improvement.  
","E:/APQR LLM/Data/mapped/page115table1/page_115_table_1.csv"""
E:/APQR LLM/Data/mapped/page10table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The provided information outlines an **Annual Product Quality Review** for **Kratom** (Product Code: 236).  

* The review period spans from **May 13, 2021 to December 31, 2024**.
* A specific ""Site"" is mentioned but not detailed. 
* The document has a code associated with it.


Let me know if you'd like me to analyze any specific aspect of this information further!","E:/APQR LLM/Data/mapped/page10table1/page_10_table_1.csv"""
E:/APQR LLM/Data/mapped/page59table3,"Text:
Remarks/Comments:
7.14
Review
Of
Regulatory
Updates
Product
Code:
236
BMR
Ref
No:
KR/236

"," Details of Update provided to \nAgency Filling Date Name of Agency Type of Filling Approval Date(if applicable)
                                    NaN   10/05/2024            ABC       Filling-I                   15/05/2024
                                    NaN   02/05/2024            XYZ       Filling_2                   03/05/2024","This document appears to be a regulatory update review for a product with code ""236"" and BMR reference number ""KR/236"".  The text mentions a score of 7.14, though it's unclear what this score represents without further context.

The table provides details about two recent regulatory updates:

* **Update 1:** Filed on 10/05/2024 with agency ""ABC"" as a ""Filling-I"" type submission. It received approval on 15/05/2024.
* **Update 2:** Filed on 02/05/2024 with agency ""XYZ"" as a ""Filling_2"" type submission. It received approval on 03/05/2024.


Without additional context about the product or the regulatory process, it's difficult to provide a more detailed summary.  
","E:/APQR LLM/Data/mapped/page59table3/page_59_table_3.csv"""
E:/APQR LLM/Data/mapped/page19table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The provided text indicates an ""ANNUAL PRODUCT QUALITY REVIEW"" for Kratom (Product Code: 236) at a specific site.  

The review period spans from May 13, 2021 to December 31, 2024. This suggests a comprehensive assessment of the product's quality during this timeframe. The document code is missing in the provided text snippet.


Let me know if you need any further analysis or have other information to incorporate!","E:/APQR LLM/Data/mapped/page19table1/page_19_table_1.csv"""
E:/APQR LLM/Data/mapped/page57table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-\n2021 - 31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","This document appears to be the beginning of an **Annual Product Quality Review** for **Kratom** (Product Code 236). 

The review period covers from **May 13, 2021, to December 31, 2024**. The review will likely assess the quality and safety of Kratom production at a specific site (not named in the provided text).  


Let me know if you'd like me to analyze any further sections of this document as they become available.","E:/APQR LLM/Data/mapped/page57table1/page_57_table_1.csv"""
E:/APQR LLM/Data/mapped/page72table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document outlines an **Annual Product Quality Review (APQR)** for **Polyethylene glycol 3350 powder**.  

**Key details:**

* **APQR Number:** AR-APQR-XXX-YY
* **Review Period:** February 8, 2022 to August 25, 2023
* **Reference SOP:** XXXX
* **Product:** Polyethylene glycol 3350 powder available in various sizes: 17g, 119g, 238g, 510g, and 850g.


The review likely assesses the quality and performance of the product during the specified period based on predefined criteria outlined in SOP XXXX. 
","E:/APQR LLM/Data/mapped/page72table1/page_72_table_1.csv"""
E:/APQR LLM/Data/mapped/page44table2,"Text:
6.3.3
Packaging
Material
Product
Code:
236
BMR
Ref
No:
KR/236

"," S.No.  Material Code      Material Name SAP Code        Manufacturer \nName                                                                                   Manufacturer \nAddress Manufacturer \nQualification Status Date of Update
     1      210007627          Box Label    BL083                  KEM Cards                                                                               Pawane MIDC, \nMH– 400 568                           Qualified     13/05/2024
     2      210007312             Carton     CR82 Sai Printers and \npackers Sai Printers and \npackers Plot No. 10-\nA, Industrial Area, \nbehind S.K. Biscuits, \nNear Octoroi Naka                           Qualified     14/05/2024
     3      210007163 Printed Vial Label    PVL83                  KEM Cards                                             KEM Cards W-\n118/A, TTC \nIndustrial Estate, \nPawane MIDC,                           Qualified     19/05/2024","The provided text snippet appears to be referencing packaging details for a product with code ""236"" and reference number ""KR/236"".  

The table provides information about potential packaging materials used for this product, including:

* **Material Code:** A unique identifier for each material.
* **Material Name:** The common name of the packaging material (e.g., Box Label, Carton).
* **SAP Code:** An internal code likely used for inventory management.
* **Manufacturer Name:**  The company that produces the material.
* **Manufacturer Address:** The physical location of the manufacturer.
* **Manufacturer Qualification Status:** Indicates if the manufacturer is approved to supply these materials.
* **Date of Update:** When this information about the manufacturer was last updated.

This suggests a process for selecting and approving packaging suppliers for product ""236"".  The table lists three potential options: Box Labels, Cartons, and Printed Vial Labels, each with details about their manufacturers.


","E:/APQR LLM/Data/mapped/page44table2/page_44_table_2.csv"""
E:/APQR LLM/Data/mapped/page62table2,"Text:
9.Qualification
Status
9.1
Qualification
Status
Of
Equipment
Product
Code:
236
BMR
Ref
No:
KR/236

"," S.No. Equipment ID                   Equipment Name  Type of Process  Purpose Protocol.No. Qualification Status
     1    Equip-III                          blender Re-Qualification      NaN        RQ/09            Qualified
     2   PA/VF/G055 Vial Filling & Bunging \nMachine    Qualification      NaN     HJ873/0A            Qualified
     3         TS01              Terminal Sterilizer    Qualification      NaN        TY972            Qualified","The text snippet appears to be an excerpt from a document detailing equipment qualification, likely for regulatory purposes. It mentions ""Product Code: 236"" and ""BMR Ref No: KR/236"", suggesting specific product and batch management reference numbers.

The table provides details about the qualification status of various pieces of equipment:

* **Equip-III:** A blender that has undergone re-qualification with a protocol number RQ/09 and is currently ""Qualified"".
* **PA/VF/G055:** A Vial Filling & Bunging Machine undergoing its initial qualification process (HJ873/0A) and also marked as ""Qualified"".
* **TS01:** A Terminal Sterilizer undergoing its initial qualification process (TY972) and marked as ""Qualified"".

**Summary:** The information suggests a quality control process for manufacturing equipment.  Three different pieces of equipment are listed, all of which have successfully completed their respective qualification processes and are deemed suitable for use.","E:/APQR LLM/Data/mapped/page62table2/page_62_table_2.csv"""
